transaction_id,vendor,amount,category,date,payment_method,note,vendor_group,category_merged,day_of_week,month,amount_log,vendor_encoded,payment_encoded,category_encoded
cc920abd-28f4-48dc-b159-21d9cec3b9c6,Ventas,37.85,Rent,2025-04-09,Apple Pay,Expert meeting stage event maintain weight.,Real Estate,Housing & Bills,2,4,3.6597080768136565,7,1,4
6c0ba3ae-bfa0-480b-9c9d-edf17e95f397,Cigna,6.01,HealthInsurance,2025-01-11,Visa,Draw smile modern push international firm.,Healthcare,Other,5,1,1.9473377010464987,4,4,5
21c24474-5ae4-4d3f-8005-30d6c441df64,American Express,13.82,CreditCard,2025-01-22,MasterCard,Her group rise.,Finance & Insurance,Other,2,1,2.695977619867941,2,2,5
0d85da6b-ef2a-4aee-a97c-65ea28b7addc,Sempra Energy,18.25,Gas,2025-04-27,Visa,Action free fund.,Energy & Utilities,Transport & Travel,6,4,2.9575110607337933,0,4,7
5474474b-764b-4e05-b307-690dbd929d38,Trimble Inc.,24.36,Electronics,2025-05-12,Visa,Attack mother including.,Technology,Shopping & Electronics,0,5,3.233173129569025,9,4,6
f840bf3e-a9a7-4c40-8fd4-a9a27f6dbe5e,Freeport-McMoRan,61.52,Mining,2025-04-30,PayPal,Chair prove plan fish.,Manufacturing / Industrial,Other,2,4,4.135486505553276,5,3,5
a37d94e0-a0c9-4ce0-9ddd-f68714d77b29,Northern Trust,8.91,Investments,2025-04-08,MasterCard,Who notice approach recent top.,Finance & Insurance,Other,1,4,2.2935443483418965,2,2,5
c1d5f17a-b5ad-4e62-9d39-9a18f73dd1d4,Ford Motor Company,28.88,CarPayment,2025-04-11,MasterCard,While machine heart not plan late.,Travel & Transport,Other,4,4,3.3971893602646164,10,2,5
762464ab-0264-46c1-a62f-ae4c35fc559c,Packaging Corporation of America,35.9,OfficeSupplies,2025-05-03,Visa,Identify language you every break various hour.,Manufacturing / Industrial,Other,5,5,3.6082115510464816,5,4,5
7be49372-15cd-4ec7-af88-cc1ccec1d346,"Nasdaq, Inc.",6.9,Investments,2025-01-29,MasterCard,Daughter accept director yard series.,Finance & Insurance,Other,2,1,2.066862759472976,2,2,5
c3d2286a-0217-4eb2-8422-3ad909d22398,Lockheed Martin,37.41,Defense,2025-05-09,MasterCard,Why perhaps or.,Manufacturing / Industrial,Other,4,5,3.6483178423578133,5,2,5
a4384698-a7f4-4f22-877d-4226dc94c7f9,International Paper,7.48,OfficeSupplies,2025-04-04,AmEx,Myself type size take.,Manufacturing / Industrial,Other,4,4,2.1377104498038118,5,0,5
dca6f926-eda9-4eed-8d61-bb766b2074c1,Western Digital,7.69,Computer,2025-01-28,Apple Pay,Walk individual window meeting describe commercial civil.,Technology,Other,1,1,2.162172939277301,9,1,5
0040f33b-bc7c-4a89-856d-f17ea339ea0b,Conagra Brands,118.95,Groceries,2025-01-16,AmEx,Stay identify it goal require upon.,Retail,Food & Dining,3,1,4.787074989285704,8,0,2
a31d33a4-2527-4211-bcd1-6e17c8fcb33f,Thermo Fisher Scientific,134.83,MedicalSupplies,2025-06-26,MasterCard,Nation imagine try why whatever.,Healthcare,Other,3,6,4.9114041038344,4,2,5
79e5876c-6989-41f7-a7c5-b7299bf8b3b4,"Tapestry, Inc.",66.09,Clothing,2025-07-02,AmEx,Team fund wife.,Retail,Other,2,7,4.206035001574797,8,0,5
13d93785-8bcf-42cf-a540-66a8e58190ba,Global Payments,14.53,FinanceCharges,2025-05-03,Visa,Within college stock card very final.,Finance & Insurance,Other,5,5,2.7427736371605955,2,4,5
129b02f1-efaf-4512-a29f-9f6039c96928,Cognizant Technology Solutions,9.11,Software,2025-02-15,AmEx,Summer control expert.,Technology,Shopping & Electronics,5,2,2.3135250330323798,9,0,6
f26d222c-9f37-4b21-a210-d2553b6aca10,Cognizant Technology Solutions,46.11,Software,2025-01-24,PayPal,Star those everyone sign.,Technology,Shopping & Electronics,4,1,3.85248529271195,9,3,6
4a30bbfd-6560-4275-8dd3-3f93d4e1d1ff,Genuine Parts Company,23.2,CarMaintenance,2025-01-27,PayPal,Cover although different build already lead.,Retail,Other,0,1,3.186352633162641,8,3,5
ef8c5157-f2fa-4584-842f-efc074e3007b,Caesars Entertainment,5.21,Casino,2025-05-04,MasterCard,Quickly democratic surface computer activity measure.,Entertainment & Media,Other,6,5,1.8261608959453874,1,2,5
e4240cc9-eb10-41eb-b7aa-d27597ade052,D.R. Horton,27.34,Mortgage,2025-02-17,Apple Pay,Wonder factor without religious behind forward.,Real Estate,Other,0,2,3.3442742342625342,7,1,5
a8037fe6-3be6-467a-9162-503a24e8b066,DexCom,6.4,MedicalSupplies,2025-02-11,PayPal,Wish page science box free.,Healthcare,Other,1,2,2.0014800002101243,4,3,5
6c33517d-1fb2-4e05-9bff-fd9a306de4f2,ViacomCBS,96.02,Media,2025-02-11,PayPal,Truth public including front some indicate.,Entertainment & Media,Other,1,2,4.57491714281707,1,3,5
3b8b2bd2-0426-49cf-aa25-77aff29749dc,FirstEnergy,11.98,Electric,2025-05-15,MasterCard,Century him reason rather.,Energy & Utilities,Other,3,5,2.563409711275944,0,2,5
1bfacbc0-8ba0-432d-a245-7fde6764840c,Kraft Heinz,43.45,Groceries,2025-03-06,Visa,Best speak they.,Retail,Food & Dining,3,3,3.794364961959914,8,4,2
a95ab36c-3762-4407-a540-e3cda5250ec5,Royal Caribbean Group,14.94,Travel,2025-06-28,Visa,Service act political small property.,Travel & Transport,Transport & Travel,5,6,2.768831673362069,10,4,7
ac5b247c-684a-48f0-aa59-e70ede02f3b8,CarMax,29.36,CarPayment,2025-01-31,MasterCard,Prepare recognize wait fight edge area.,Retail,Other,4,1,3.4131259525274293,8,2,5
f76d3a4c-350f-4fde-85f1-f004ebc4e513,Southern Company,31.65,Electric,2025-01-17,PayPal,Fill walk share girl.,Energy & Utilities,Other,4,1,3.48584485572244,0,3,5
2b7b8d17-5c82-41da-86e8-cbe77f1ec4c4,Monster Beverage,8.18,Drinks,2025-06-24,PayPal,Tonight performance goal.,Retail,Other,1,6,2.217027204632399,8,3,5
73f507a1-b769-47e0-b8e9-960a26f66567,Garmin,139.71,Electronics,2025-02-08,PayPal,Fall respond land leader guy.,Technology,Shopping & Electronics,5,2,4.9467010348001645,9,3,6
21f419dc-9b69-4c8f-8293-e4167cbbb130,Linde plc,59.69,Gas,2025-05-07,Apple Pay,Do left no adult.,Manufacturing / Industrial,Transport & Travel,2,5,4.105778939847764,5,1,7
cf871181-9b7f-4984-b7e1-ad121874cfdd,Tyler Technologies,112.2,Software,2025-07-08,Visa,Him traditional side seek natural go.,Technology,Shopping & Electronics,1,7,4.729156165769083,9,4,6
b80f854e-7e77-495a-b102-c3e326d47dbc,Pentair,90.09,HomeImprovement,2025-02-23,AmEx,Hot meeting lose.,Manufacturing / Industrial,Other,6,2,4.511848028756718,5,0,5
edfc3943-9193-40a8-8bf2-bb284fa78598,Sealed Air,36.44,Supplies,2025-01-27,AmEx,Pass mean guess court.,Manufacturing / Industrial,Other,0,1,3.622739651609391,5,0,5
75c00af4-b810-467d-beee-13385cbbfa5a,Bio-Rad Laboratories,101.98,Health,2025-04-26,PayPal,Mission wrong but article.,Healthcare,Other,5,4,4.634534794617996,4,3,5
d33fe125-9e92-4c56-81f3-5c83982e9a1e,Carrier Global,8.71,Appliances,2025-03-16,Visa,Positive military indicate mention.,Manufacturing / Industrial,Other,6,3,2.2731562823032334,5,4,5
094e35d1-28f0-4191-b733-3cd77c8c10f7,Zoom Video Communications,8.73,Software,2025-05-04,Apple Pay,Political offer ever without board bar.,Technology,Shopping & Electronics,6,5,2.2752138961979136,9,1,6
1c73d5ff-43ff-4848-8765-62b764b36cc6,SBA Communications,6.85,Phone,2025-05-26,Apple Pay,Standard million system same director hour.,Technology,Other,0,5,2.060513531794317,9,1,5
6c0aec1f-d4ee-4e5a-907f-e182c279ca18,Walmart,15.74,Groceries,2025-06-13,AmEx,Painting wife nor.,Retail,Food & Dining,4,6,2.8178010650613294,8,0,2
edf5b7a0-744e-4a1a-a44b-056b745ac7b3,The Trade Desk,19.69,Advertising,2025-01-28,Apple Pay,Because second experience management easy professor.,Technology,Other,1,1,3.029650491757452,9,1,5
ba3e0199-b7a7-467c-a614-5f5d88e8ed6e,"Nasdaq, Inc.",12.66,Investments,2025-05-21,MasterCard,Lead cup business cost.,Finance & Insurance,Other,2,5,2.614471854142644,2,2,5
11690edb-1242-4113-8cb9-7fff4c5f41ed,Fortive,70.58,Electronics,2025-05-30,Apple Pay,Truth drop music.,Manufacturing / Industrial,Shopping & Electronics,4,5,4.2708157053378795,5,1,6
d3fec82c-466f-47a9-9923-b9d0ee4b3d9a,Zoom Video Communications,17.65,Software,2025-02-25,Visa,Pull across suddenly part attention remember.,Technology,Shopping & Electronics,1,2,2.9258461460898246,9,4,6
48e5836f-5a29-4227-b98a-9c6d6a70933b,Moody's Corporation,13.19,FinanceCharges,2025-04-19,PayPal,Here agent will blood.,Finance & Insurance,Other,5,4,2.6525374911719513,2,3,5
21c059d5-c2bd-4aa0-be6f-b15a07d3c630,Air Products & Chemicals,31.3,Supplies,2025-06-12,AmEx,Particularly nor travel head.,Manufacturing / Industrial,Other,3,6,3.475067230228611,5,0,5
4ad7f8ac-6d4b-4d56-b4b9-86f37b244ddd,UnitedHealth Group,6.08,HealthInsurance,2025-04-23,MasterCard,Get air magazine.,Healthcare,Other,2,4,1.9572739077056285,4,2,5
ceaf3c0e-13a2-43df-8379-0c62b9717e16,Ametek,64.82,Electronics,2025-05-10,Apple Pay,Happy player possible common way fire.,Manufacturing / Industrial,Shopping & Electronics,5,5,4.186923743515194,5,1,6
954f08aa-85d0-43a5-b3bb-7f4a4e5b25d2,Yum! Brands,8.1,DiningOut,2025-06-20,Visa,Modern while week use democratic television.,Retail,Food & Dining,4,6,2.2082744135228043,8,4,2
7bc06428-4c87-4edc-a4e6-c22f5e968f1f,Raytheon Technologies,173.37,Defense,2025-03-08,Visa,Lot shake hospital if film entire.,Manufacturing / Industrial,Other,5,3,5.1611794783294025,5,4,5
710583b7-9fcf-443d-9aa7-37eff9c2b3ae,Salesforce,59.18,Software,2025-02-24,MasterCard,Organization past style under.,Technology,Shopping & Electronics,0,2,4.0973400712018995,9,2,6
3bba1f6f-ba62-41c4-8c55-ba71077ed824,Boston Scientific,8.86,Health,2025-01-23,PayPal,Eye talk police debate few.,Healthcare,Other,3,1,2.288486168614544,4,3,5
3ce60f1e-16dd-46ba-8838-3f25a7d84a70,Yum! Brands,5.22,DiningOut,2025-02-20,MasterCard,House late market process they high.,Retail,Food & Dining,3,2,1.827769906751088,8,2,2
c0118671-0cfe-42df-bf2c-caeb2aff7e95,Diamondback Energy,67.6,Gas,2025-02-25,Apple Pay,Worry improve little consider improve represent.,Energy & Utilities,Transport & Travel,1,2,4.22829253473184,0,1,7
0090bca8-3d57-40bd-ad4f-56b2d2970ae9,Hilton Worldwide,49.08,Hotel,2025-05-17,Apple Pay,Benefit imagine ball sort.,Travel & Transport,Other,5,5,3.913621726791843,10,1,5
85ceaebc-0466-473e-a879-7642492becdd,Royal Caribbean Group,52.23,Travel,2025-01-15,MasterCard,Wrong born start away teach service.,Travel & Transport,Transport & Travel,2,1,3.974622147184666,10,2,7
e31f9ec2-532e-46fd-9c5e-08e8759d7551,Prologis,59.01,Rent,2025-04-22,PayPal,Yes adult past seven share create.,Real Estate,Housing & Bills,1,4,4.094511215001422,7,3,4
062c5db3-8f02-40e5-9377-a17bfed26bfa,Packaging Corporation of America,8.08,OfficeSupplies,2025-01-25,AmEx,According able physical.,Manufacturing / Industrial,Other,5,1,2.206074192613202,5,0,5
31df03ef-9573-4e66-85c5-adea9bfd6474,Humana,17.76,HealthInsurance,2025-02-28,PayPal,Paper measure third wall even money.,Healthcare,Other,4,2,2.9317269435780786,4,3,5
56381793-d0e8-408f-b36d-08a20e0fcd61,Boeing,9.93,Travel,2025-05-08,MasterCard,Hot miss campaign.,Travel & Transport,Transport & Travel,3,5,2.391511302188447,10,2,7
6cb0f25f-bede-405b-af9d-414b7a2a3654,Analog Devices,79.54,Electronics,2025-04-15,Visa,Before computer Mr attack for.,Technology,Shopping & Electronics,1,4,4.388753955423308,9,4,6
c6298bde-0fc8-4339-9aa9-7303bddc039e,Mohawk Industries,39.05,HomeImprovement,2025-02-19,MasterCard,Here rest necessary.,Manufacturing / Industrial,Other,2,2,3.6901286735143684,5,2,5
f734d93a-db17-407d-a4d6-b5e0c7665dd9,Mohawk Industries,16.07,HomeImprovement,2025-05-15,Visa,Take produce those military two me.,Manufacturing / Industrial,Other,3,5,2.837322536806349,5,4,5
581561b9-6d79-4481-b85f-6769d6913feb,Apple,7.63,Electronics,2025-01-30,Visa,Three feeling charge room.,Technology,Shopping & Electronics,3,1,2.1552445050953364,9,4,6
e3532f84-dc39-41bc-853e-ac6facdc8f64,Copart,14.9,CarMaintenance,2025-06-23,Visa,Compare cost activity glass.,Retail,Other,0,6,2.766319109226186,8,4,5
665dcad8-0d33-4983-a0fd-5a348ed425dd,Tyler Technologies,15.73,Software,2025-04-17,Visa,Whatever happy include.,Technology,Shopping & Electronics,3,4,2.8172035149987327,9,4,6
b00d694f-1d15-4b24-8a27-76a41d628660,Laboratory Corporation of America,52.32,MedicalSupplies,2025-05-11,AmEx,Administration data somebody.,Healthcare,Other,6,5,3.976311495310508,4,0,5
8e88f4d7-ac18-4ad8-8d43-ff7b9f2d28f5,Paccar,40.6,Transportation,2025-03-08,MasterCard,Suddenly situation officer yard part.,Manufacturing / Industrial,Transport & Travel,5,3,3.728100167267218,5,2,7
efb8eb91-c726-46de-8043-6823adeaf901,Lumen Technologies,87.29,Internet,2025-06-07,Apple Pay,Go development artist.,Technology,Other,5,6,4.480626850913491,9,1,5
bcb82891-f073-4cda-ace1-5efbe3121f66,Mettler-Toledo,25.56,MedicalSupplies,2025-03-11,MasterCard,Low point skin more people.,Healthcare,Other,1,3,3.279406324608233,4,2,5
e0a334d1-813a-4aeb-8d13-06c39321a071,SL Green Realty,5.09,Rent,2025-03-11,PayPal,Poor able letter us police single.,Real Estate,Housing & Bills,1,3,1.8066480817218056,7,3,4
bdde45b2-fdf3-4add-ab92-a240aab3f6e2,Church & Dwight,49.97,Cleaning,2025-06-16,Visa,Year door stuff movement policy plan person.,Retail,Other,0,6,3.93123722435195,8,4,5
e3d4afb6-f6b1-404c-a560-aa958a78f4f5,Oneok,57.22,Gas,2025-03-22,AmEx,By employee head from in partner.,Energy & Utilities,Transport & Travel,5,3,4.064228938317477,0,0,7
80fa9b76-8af7-49fc-af57-1db0cae56b70,Hilton Worldwide,32.96,Hotel,2025-03-27,PayPal,Really prepare wind.,Travel & Transport,Other,3,3,3.5251833614431467,10,3,5
408d2fb6-15b0-45b9-96e4-50c6ddde4021,"UDR, Inc.",58.96,Rent,2025-06-27,Visa,Foreign vote week.,Real Estate,Housing & Bills,4,6,4.093677673234397,7,4,4
dc4326b0-5383-455b-95e2-89ff60cd2a33,Amphenol,27.23,Electronics,2025-03-29,AmEx,Difference agree lot off feel.,Manufacturing / Industrial,Shopping & Electronics,5,3,3.340385242265398,5,0,6
52f76b72-f0c9-409d-81bb-e72c91dac78e,State Street Corporation,29.59,Investments,2025-06-13,MasterCard,Matter with personal education house.,Finance & Insurance,Other,4,6,3.420673158162812,2,2,5
d968801e-231f-46a2-bc7c-8a12e73a4b94,Cigna,22.31,HealthInsurance,2025-05-23,Apple Pay,More single former.,Healthcare,Other,4,5,3.1488824530476656,4,1,5
5831b242-1e64-4a8c-983a-6eca99212139,Illinois Tool Works,6.03,Hardware,2025-06-05,PayPal,Or as miss rule check our.,Manufacturing / Industrial,Shopping & Electronics,3,6,1.9501867058225735,5,3,6
22a51ff4-1fb6-478a-a86e-4931cba35c33,Charter Communications,9.57,Internet,2025-04-30,PayPal,Hotel and idea.,Technology,Other,2,4,2.3580197998821464,9,3,5
85d3c1c9-2a0a-40bd-8f84-11d6d4afe837,Danaher Corporation,6.28,Health,2025-06-21,PayPal,Example which ask product nor leave management.,Healthcare,Other,5,6,1.9851308622085946,4,3,5
95f826c8-3918-41ec-af08-1a4313b522e2,SVB Financial,40.47,BankFees,2025-02-20,Visa,Performance tax couple ten.,Finance & Insurance,Financial Services,3,2,3.7249702742582897,2,4,1
305ceda2-884c-44c3-8da1-4ea62f033ce9,American Tower,15.1,Utilities,2025-01-25,Apple Pay,Responsibility join add understand theory door.,Real Estate,Housing & Bills,5,1,2.7788192719904172,7,1,4
16fc243b-d904-4df6-b8b3-7a22e80a8939,Textron,28.42,Aerospace,2025-07-07,Visa,Whether nearly miss region.,Manufacturing / Industrial,Other,0,7,3.3816747151732915,5,4,5
9d6da2d1-88cf-4b12-b984-14d5b9d9fe63,WestRock,95.25,OfficeSupplies,2025-05-11,MasterCard,Really can others.,Manufacturing / Industrial,Other,6,5,4.566948973167894,5,2,5
bf81a16b-692e-4f8b-b022-9df55fad56de,Hartford Financial Services,11.47,Insurance,2025-03-08,PayPal,Free base box.,Finance & Insurance,Housing & Bills,5,3,2.523325759691945,2,3,4
eb80e252-8123-4469-b4e6-8e53f1fc7b72,Colgate-Palmolive,21.13,PersonalCare,2025-03-30,Visa,Away commercial one.,Retail,Other,6,3,3.0969341540629585,8,4,5
a381e876-05da-4668-b209-33c636bfb01f,CBRE Group,56.35,Rent,2025-04-04,Visa,Hair spring art lawyer property lose.,Real Estate,Housing & Bills,4,4,4.04917284357538,7,4,4
87192b0b-30b2-4ad2-a44c-b9be6613fc8d,General Electric,10.39,Electronics,2025-05-04,PayPal,Beautiful piece realize born region class.,Manufacturing / Industrial,Shopping & Electronics,6,5,2.432735777459091,5,3,6
4c112e48-3bde-4ea1-862f-571e81c97be6,Duke Energy,8.2,Electric,2025-03-24,Apple Pay,Machine state last fly sure.,Energy & Utilities,Other,0,3,2.2192034840549946,0,1,5
f70004c7-cb61-4877-9187-6a2ae8e32d49,Oracle Corporation,13.69,Software,2025-03-08,MasterCard,Artist hair view activity your.,Technology,Shopping & Electronics,5,3,2.6871669901857858,9,2,6
239b55f2-c61c-4b59-a2e4-7d94ec0ee50a,Church & Dwight,7.03,Cleaning,2025-04-26,MasterCard,Point image defense think television say.,Retail,Other,5,4,2.0831845279586703,8,2,5
9fb33463-4de6-408b-9dd9-332ebaa929dc,Ametek,106.2,Electronics,2025-02-12,Apple Pay,Difficult view where.,Manufacturing / Industrial,Shopping & Electronics,2,2,4.674696248636701,5,1,6
bca4b12c-7f87-4901-ac65-d3bea653516d,Amphenol,66.04,Electronics,2025-04-21,Visa,Wide include share.,Manufacturing / Industrial,Shopping & Electronics,0,4,4.205289456173828,5,4,6
b706220c-edda-4d93-b798-ae02d65530e9,American Tower,40.14,Utilities,2025-02-11,PayPal,Investment fly such hospital base.,Real Estate,Housing & Bills,1,2,3.716980884224811,7,3,4
aff9e649-fb35-4d8d-9d20-af6a47298079,Kimco Realty,82.06,Rent,2025-02-25,MasterCard,Live under ball thing product I.,Real Estate,Housing & Bills,1,2,4.419563238202607,7,2,4
023dd0c9-39c5-4fbf-ac90-2dd41f3dad87,Ametek,65.12,Electronics,2025-03-02,Visa,Physical sit require.,Manufacturing / Industrial,Shopping & Electronics,6,3,4.191471272952824,5,4,6
653a604b-af4d-4d0d-9362-728523a320c4,Trane Technologies,8.26,HomeImprovement,2025-05-24,Visa,On drug section figure beat.,Manufacturing / Industrial,Other,5,5,2.225704048658088,5,4,5
2c71ac05-bec3-4b2c-b664-d278dffe7401,Monolithic Power Systems,89.23,Electronics,2025-06-23,MasterCard,Imagine statement keep.,Technology,Shopping & Electronics,0,6,4.50236196600641,9,2,6
9bdc777c-0f0d-4678-b83a-53f57da40a34,Goldman Sachs,31.0,Investments,2025-06-10,Apple Pay,Statement approach away.,Finance & Insurance,Other,1,6,3.4657359027997265,2,1,5
9860d15a-7b3e-4ff4-9a58-a80a8fb0359f,D.R. Horton,65.89,Mortgage,2025-02-12,Apple Pay,Board crime kitchen person laugh.,Real Estate,Other,2,2,4.203049479130317,7,1,5
0bf65d6b-8e82-4ced-913b-e17f48e4ee4c,Ameren,90.57,Utilities,2025-02-02,Visa,Example factor dark fear method.,Energy & Utilities,Housing & Bills,6,2,4.517103707119641,0,4,4
485cf0d6-e3cf-4429-b6fb-ba5ef1755f74,Hess Corporation,15.31,Gas,2025-01-23,Apple Pay,Model property worry mind majority.,Energy & Utilities,Transport & Travel,3,1,2.7917784166329227,0,1,7
7b31c7be-0b26-4565-8446-e5aec31b088e,McDonald's,9.66,DiningOut,2025-02-27,AmEx,Cell sister analysis.,Retail,Food & Dining,3,2,2.3664984187376983,8,0,2
9b8e18f8-f7e1-43c7-89fb-36ac95c0c236,Willis Towers Watson,10.35,Insurance,2025-05-05,MasterCard,Visit sense choice individual hundred.,Finance & Insurance,Housing & Bills,0,5,2.4292177439274116,2,2,4
04c906b4-10ac-4af9-a334-a6fdcd4e1da3,Paccar,22.28,Transportation,2025-04-21,MasterCard,Society country senior.,Manufacturing / Industrial,Transport & Travel,0,4,3.147594622863237,5,2,7
b694d709-4927-42b9-ae75-24539517dfc0,Diamondback Energy,68.15,Gas,2025-03-31,MasterCard,Yourself lot every drive write religious.,Energy & Utilities,Transport & Travel,0,3,4.236278058110767,0,2,7
a0290d11-955e-4a9b-b8e1-a2a197598998,Packaging Corporation of America,78.85,OfficeSupplies,2025-01-26,AmEx,Else security morning student.,Manufacturing / Industrial,Other,6,1,4.380149874661021,5,0,5
3dc76241-c7af-4e3b-82ff-fb07b1d41c6c,Intercontinental Exchange,5.28,Investments,2025-04-21,Visa,Example still a out if.,Finance & Insurance,Other,0,4,1.8373699804801074,2,4,5
b3148926-1e7a-4b58-ae76-cdb969d9def6,Activision Blizzard,28.6,Games,2025-03-15,Apple Pay,Act official mean.,Entertainment & Media,Entertainment,5,3,3.3877743613300146,1,1,0
af68d3f2-598c-474e-8c0f-0ab49d145246,McCormick & Company,21.61,Groceries,2025-06-15,Visa,Billion leader full network past.,Retail,Food & Dining,6,6,3.1183922862898785,8,4,2
9cebb4c0-1755-4dcd-8b38-ad0eb8009911,Lowe's,10.05,HomeImprovement,2025-05-17,Apple Pay,Father site as bit almost.,Retail,Other,5,5,2.402430427963762,8,1,5
ba2b0cab-d58c-4657-b1bc-ea713cc11533,Diamondback Energy,5.11,Gas,2025-06-07,AmEx,Build accept page there report.,Energy & Utilities,Transport & Travel,5,6,1.809926773183504,0,0,7
d47ae398-8aa0-498b-8ac7-1315e6ee92ca,Unum Group,16.48,Insurance,2025-06-23,MasterCard,Determine avoid every north response its.,Finance & Insurance,Housing & Bills,0,6,2.8610573702273894,2,2,4
0fd3897d-fadc-47cb-a206-d618aaec81b6,Ford Motor Company,114.52,CarPayment,2025-04-29,MasterCard,Nothing short alone street.,Travel & Transport,Other,1,4,4.749443675144516,10,2,5
639d7bdd-e6ba-4d3c-ab21-5bf7d0aeaf02,Humana,15.62,HealthInsurance,2025-02-21,AmEx,Eat issue could pretty statement.,Healthcare,Other,4,2,2.810606789427302,4,0,5
2b3e92ce-24a4-4d56-9141-5b6400db84c6,NetApp,29.26,Software,2025-01-24,Apple Pay,Player rich civil remain per theory.,Technology,Shopping & Electronics,4,1,3.40982670836021,9,1,6
8397b46f-f2a6-4526-99f8-44d04ed483f5,Activision Blizzard,48.56,Games,2025-01-21,Apple Pay,Buy final successful blood factor.,Entertainment & Media,Entertainment,1,1,3.9031840567609417,1,1,0
220a3ed6-dded-47aa-8071-5e4f8080694b,Edison International,18.08,Electric,2025-01-22,Visa,Quickly region paper these.,Energy & Utilities,Other,2,1,2.9486406660201405,0,4,5
